Eruotive Center,Sample,Class,Class 2,Elongation 2D,Form Factor 2D,Aspect Ratio 2D,Compactness 2D,Rectangularity 2D,Roundness 2D,Curvature 2D,Circularity 2D,Elongation 3D,Form Factor 3D,Aspect Ratio 3D,Compactness 3D,Rectangularity 3D,Roundness 3D,Curvature 3D,Circularity 3D,Wilson-Huang Factor,DellinoLaVolpe Factor,Krumbein intercept sphericity,Corey Shape Factor,Aschenbrenner working sphericity
Catamarca,CA 3V2,Fall,Distal,2.113408975,0.382595662,0.671307506,0.704847152,1.179388199,0.602457716,0.796905337,0.618543178,0.006075231,0.101563807,0.04533771,0.351955384,0.651864831,314.3681889,0.00470833,0.217683736,0.354597067,0.13464679,0.294082479,0.046240785,0.163316107
Catamarca,CA 3V2,Fall,Distal,2.282398748,0.305556961,0.666711248,0.657159359,1.273423086,0.557851491,0.740093844,0.552772069,0.002114038,0.075404178,0.027800085,0.380804754,0.625863012,903.4175622,0.001909873,0.178483034,0.344939303,0.098660436,0.249041329,0.028373153,0.117979783
Catamarca,CA 3V2,Fall,Distal,2.271718432,0.43785291,0.623257111,0.706282192,1.094828895,0.560474189,0.883865764,0.661704549,0.007070105,0.060873471,0.039792954,0.236719426,0.654839901,270.1316758,0.003703125,0.154745743,0.327777105,0.102395962,0.272025895,0.040910038,0.14699481
Catamarca,CA 3V2,Fall,Distal,1.716702612,0.288206669,0.893996641,0.65158195,1.33044273,0.741677409,0.623367976,0.536848833,0.003294704,0.058872194,0.030090835,0.275685943,0.618125007,579.6755595,0.002176791,0.151335268,0.461246306,0.081244162,0.294243207,0.030138075,0.133601066
Catamarca,CA 3V2,Fall,Distal,1.919732212,0.414873699,0.755502729,0.689482599,1.131345228,0.6632381,0.790902992,0.644106901,0.003085623,0.074277304,0.032443003,0.347861379,0.649996387,618.9542071,0.002432942,0.176700355,0.39198981,0.113813918,0.278126816,0.032762312,0.134866378
Catamarca,CA 3V2,Fall,Distal,2.066200927,0.355413173,0.782141477,0.618788353,1.1605924,0.616222521,0.759447885,0.596165391,0.003143745,0.041150354,0.025475544,0.209574594,0.592185397,607.5108292,0.001661676,0.119192533,0.402420994,0.071058463,0.260879722,0.025668057,0.115888666
Catamarca,CA 3V2,Fall,Distal,2.054934762,0.535282884,0.825551418,0.589464742,0.925742429,0.619600957,0.92947056,0.731630292,0.005963647,0.044567089,0.031647426,0.169491867,0.555740745,320.2502156,0.002685447,0.12570219,0.42721921,0.09196753,0.287838489,0.031792919,0.135562526
Catamarca,CA 3V2,Fall,Distal,1.65084884,0.571601365,0.843623254,0.718032578,0.989697507,0.771263555,0.860885164,0.756043229,0.004101175,0.105945427,0.041230803,0.417514032,0.666378515,465.6858532,0.003726714,0.223900369,0.440815144,0.169278358,0.317690459,0.041379925,0.162304613
Catamarca,CA 3V2,Fall,Distal,1.727125891,0.441007955,0.841670491,0.687913614,1.102751856,0.737201354,0.773446271,0.664084298,0.001558554,0.023703028,0.017716749,0.202893464,0.665570457,1225.404849,0.000720581,0.082515566,0.428992349,0.054797292,0.239461679,0.017782586,0.092689563
Catamarca,CA 3V2,Fall,Distal,2.17172467,0.244601367,0.723956346,0.636037696,1.410642127,0.586280371,0.645917072,0.494571903,0.010614209,0.131594746,0.057134408,0.315637071,0.580254658,179.9342184,0.008117392,0.258717436,0.386602479,0.127954375,0.329131003,0.057881238,0.193832888
Catamarca,CA 3 VIB,Fall,Distal,2.145295004,0.400835053,0.808919804,0.576245452,1.056645397,0.593503244,0.821809767,0.633115355,0.00213616,0.0826082,0.027303001,0.352906884,0.549076478,894.0618949,0.002043794,0.189677335,0.416807136,0.120087633,0.27133244,0.027456613,0.122331126
Catamarca,CA 3 VIB,Fall,Distal,1.81796809,0.436510882,0.901761639,0.609988977,1.046232454,0.700364078,0.789469954,0.660689702,0.003719065,0.099292114,0.03612648,0.351866556,0.573224363,513.5321786,0.003343732,0.214425537,0.468056808,0.141668744,0.314061352,0.036174776,0.151081559
Catamarca,CA 3 VIB,Fall,Distal,1.852871923,0.27510342,0.784056509,0.688346701,1.391539809,0.687170834,0.632725934,0.524503022,0.001958679,0.057970668,0.02572538,0.342902143,0.658215958,975.0752043,0.001523281,0.149786338,0.403502137,0.078563387,0.262036984,0.025915926,0.116710654
Catamarca,CA 3 VIB,Fall,Distal,1.782796779,0.379688637,0.903092784,0.62110609,1.132009974,0.714180977,0.72913788,0.6161888,0.003751083,0.091715427,0.035598376,0.338712559,0.584025444,509.1488085,0.003189567,0.203373764,0.468483145,0.125316636,0.312750138,0.035644619,0.149669022
Catamarca,CA 3 VIB,Fall,Distal,1.807334536,0.661629115,0.777919475,0.711257417,0.911667077,0.704484709,0.969106527,0.813405874,0.000808942,0.032695491,0.016037582,0.322990791,0.689233245,2360.935828,0.000576681,0.102248885,0.39608812,0.083169843,0.223007025,0.01616418,0.08512072
Catamarca,CA 3 VIB,Fall,Distal,1.762136644,0.348916841,0.95297051,0.59549889,1.157440018,0.722554377,0.694905418,0.590691833,0.002782686,0.04709008,0.025244321,0.229147478,0.568897728,686.336576,0.001675952,0.13040261,0.488810609,0.077027757,0.28639776,0.025251644,0.120682942
Catamarca,CA 3 VIB,Fall,Distal,2.081774196,0.275284917,0.796611673,0.603003334,1.303204888,0.611612704,0.670892536,0.524676012,0.001661534,0.036361171,0.019524818,0.232416231,0.583378361,1149.455212,0.001000224,0.109755234,0.407075466,0.057585939,0.240853316,0.019651146,0.097569292
Catamarca,CA 3 VIB,Fall,Distal,1.825098515,0.280044882,0.949079169,0.57731288,1.272004009,0.697627845,0.633580667,0.52919267,0.002079282,0.059955199,0.024491722,0.288683407,0.554429948,918.5187535,0.00162116,0.153185586,0.486473661,0.081064689,0.282948296,0.024500085,0.118175171
Catamarca,CA 3 VIB,Fall,Distal,1.672902804,0.277777035,0.990000943,0.603800798,1.306586391,0.761095948,0.604127304,0.527045572,0.005494648,0.128646678,0.044831376,0.365792831,0.562052945,347.5853567,0.005154953,0.254838898,0.517304092,0.134311713,0.353465464,0.044831942,0.17795772
Catamarca,CA 3 VIB,Fall,Distal,1.646166877,0.411202345,0.974408733,0.623426091,1.091121598,0.773457152,0.72913788,0.64125061,0.002993552,0.088774912,0.032777885,0.358961672,0.589916146,637.9911158,0.002685244,0.199003248,0.503383602,0.127610954,0.315919467,0.032780639,0.144195746
Catamarca,CA 3 VIB,Fall,Distal,2.026681858,0.415495178,0.891104294,0.553714483,1.02137135,0.628238487,0.813243732,0.644589154,0.002334582,0.040645793,0.021813998,0.204504997,0.531632132,818.0734901,0.001351498,0.11821622,0.455865284,0.076200893,0.263906305,0.021850254,0.107861136
Catamarca,CA 3 VIB,Fall,Distal,2.032808328,0.315967257,0.795253419,0.618583061,1.23191266,0.626345104,0.710254831,0.562109648,0.000505104,0.022272348,0.011264432,0.254521125,0.605330514,3781.12115,0.00032616,0.07916089,0.402682337,0.0444971,0.200341172,0.011338414,0.067662779
Catamarca,CA 3 VIB,Fall,Distal,2.159909444,0.34938719,0.739748231,0.625864793,1.172781948,0.589487466,0.769867881,0.591089832,0.00348209,0.07588731,0.032411514,0.30859402,0.591734209,548.4807308,0.002675091,0.17924461,0.383971084,0.105949667,0.275262185,0.032780363,0.134077648
Catamarca,R1-01-VO,Fall,Distal,1.335890579,0.670370894,0.987364621,0.758143736,0.942441417,0.953101672,0.838663919,0.818761805,0.003213399,0.073963317,0.034740307,0.375595314,0.71117675,594.342357,0.002492603,0.176202034,0.510942725,0.144267496,0.324229797,0.034741009,0.150293383
Catamarca,R1-01-VO,Fall,Distal,3.378545254,0.464041565,0.430071863,0.688223074,0.989859973,0.37686029,1.10965571,0.681205963,0.001520112,0.049396366,0.020659568,0.333796262,0.657060437,1256.393418,0.001156235,0.134626328,0.222422098,0.091708257,0.185209552,0.022525716,0.086066119
Catamarca,R1-01-VO,Fall,Distal,2.842070205,0.524942862,0.597932817,0.588454392,0.908119502,0.447997218,1.082476206,0.724529407,0.00143767,0.079011819,0.023184471,0.39915327,0.563683337,1328.440249,0.001523702,0.184131479,0.308228215,0.133408671,0.222908195,0.023955185,0.101675996
Catamarca,R1-01-VO,Fall,Distal,1.546651132,0.732951726,0.966816143,0.668749919,0.846403215,0.823223491,0.943580177,0.856125999,0.001410631,0.038105321,0.019854822,0.279538945,0.643863312,1353.904547,0.000925263,0.113237538,0.493170768,0.096945601,0.26626529,0.019857649,0.103242669
Catamarca,R1-01-VO,Fall,Distal,1.940196806,0.615664894,0.824373528,0.625216135,0.888926978,0.65624247,0.968590106,0.784643163,0.001096026,0.026982485,0.01566403,0.225958906,0.606991245,1742.530328,0.000621252,0.089961073,0.419331024,0.070587341,0.22752918,0.01573712,0.084984321
Catamarca,R1-01-VO,Fall,Distal,1.945967479,0.525005152,0.800851466,0.641671051,0.97375,0.654296415,0.895765873,0.724572393,0.002312035,0.033539618,0.021846853,0.208990801,0.615284429,826.0511852,0.00118132,0.104001294,0.410261467,0.075356466,0.250685714,0.021981676,0.10526148
Catamarca,R1-01-VO,Fall,Distal,1.945452178,0.551358018,0.815075731,0.630639949,0.942872696,0.654469721,0.917850751,0.74253486,0.004265459,0.07724814,0.035189309,0.293350774,0.592108247,447.7499855,0.003099096,0.181381095,0.423505681,0.134681786,0.296363344,0.035373377,0.144974084
Catamarca,R1-01-VO,Fall,Distal,1.880474224,0.544033071,0.743530402,0.715210504,1.005076385,0.677084285,0.896378195,0.737585975,0.001072086,0.036387162,0.018265918,0.318092551,0.691084369,1781.441501,0.000747224,0.109807531,0.379726997,0.080992495,0.227918678,0.0184668,0.091776966
Catamarca,R1-01-VO,Fall,Distal,1.69071233,0.401498593,0.907208589,0.651963266,1.127976025,0.75307876,0.73016635,0.633639166,0.008911509,0.040980654,0.037163645,0.155351186,0.609759593,214.3137855,0.003319091,0.118864616,0.471324,0.075317276,0.317978593,0.037207708,0.154149331
Catamarca,R1-01-VO,Fall,Distal,1.759641347,0.346202916,0.937486243,0.60619303,1.172084356,0.723579011,0.691707334,0.588390105,0.001101829,0.019066965,0.013817394,0.17345645,0.59062336,1733.353785,0.00049461,0.07137088,0.475435874,0.041993919,0.23238061,0.013824592,0.080576895
Catamarca,R1-01-VO,Fall,Distal,2.336991468,0.403371066,0.753079347,0.568201186,1.041339706,0.544819937,0.860450469,0.635115002,0.006412433,0.06370151,0.035687376,0.202632363,0.53195813,297.8369285,0.003576411,0.159502129,0.392180374,0.101302195,0.286665641,0.036046726,0.143530123
Catamarca,R1-01-VO,Fall,Distal,2.147415744,0.530169518,0.727308448,0.640273069,0.961699955,0.592917114,0.94560636,0.728127405,0.003828442,0.058498736,0.030905632,0.255867016,0.603974259,498.860671,0.002395768,0.150694588,0.377000114,0.109724859,0.268760466,0.031298117,0.129372485
Catamarca,R1-01-VO,Fall,Distal,1.704527412,0.451577693,0.941838251,0.622901943,1.040383964,0.746975106,0.777522877,0.671995307,0.002048494,0.039509077,0.021964114,0.235712404,0.597718236,932.323515,0.001215496,0.116001763,0.481581815,0.07795264,0.271826019,0.021973973,0.109745486
Catamarca,R1-01-VO,Fall,Distal,1.808995884,0.479738592,0.959857025,0.575911663,0.970799242,0.703837723,0.825593107,0.692631643,0.002612809,0.07938391,0.028968742,0.32131716,0.547602729,730.9602815,0.002276281,0.184709113,0.494122161,0.127935377,0.300914785,0.028974821,0.132422588
Catamarca,R1-01-VO,Fall,Distal,4.213755486,0.310783646,0.386812201,0.613522515,1.116846631,0.302162655,1.014165155,0.557479727,0.001599292,0.037179085,0.017652884,0.242202504,0.58896578,1194.190228,0.000989654,0.111395025,0.199526409,0.062100468,0.167919512,0.019681276,0.07522373
Tocomar,N5,Fall,Proximal,2.17944849,0.385767288,0.704049844,0.651703396,1.13437498,0.584202632,0.81260772,0.621101672,0.002754283,0.03391628,0.02324263,0.202238197,0.624283708,693.4143586,0.001337448,0.104778492,0.361926572,0.065078096,0.240683873,0.023601297,0.106235053
Tocomar,N5,Fall,Proximal,1.620820814,0.764915503,0.891156463,0.692326625,0.841730843,0.785552316,0.986777355,0.874594479,0.008429903,0.073686666,0.045657083,0.248104545,0.636355623,226.5576929,0.004729407,0.175762385,0.467164403,0.153720812,0.337587633,0.04573289,0.175848888
Tocomar,N5,Fall,Proximal,2.983551342,0.430476084,0.516587678,0.64881733,1.031255176,0.42675302,1.004352611,0.656106763,0.000697875,0.039871321,0.014889127,0.353583364,0.628931135,2736.677963,0.000596519,0.116709734,0.263939006,0.076574046,0.180004601,0.015708501,0.072851257
Tocomar,N5,Fall,Proximal,3.492406406,0.293727521,0.615909091,0.464898997,1.082987151,0.364573706,0.897593396,0.541966347,0.003091015,0.032081485,0.019743747,0.133664274,0.447569821,617.8745846,0.001391776,0.100964718,0.31593057,0.05471948,0.214179404,0.020326294,0.092106924
Tocomar,N5,Fall,Proximal,2.29802264,0.498950099,0.721052632,0.603502024,0.961778527,0.554058747,0.948965991,0.706363999,0.006175776,0.064414411,0.036333589,0.219526234,0.563972202,309.2501173,0.003513841,0.160689941,0.37615932,0.113505589,0.282496544,0.036820439,0.143680684
Tocomar,N5,Fall,Proximal,1.629033928,0.537868698,0.898148148,0.683473833,0.997565982,0.781591791,0.829560645,0.733395321,0.00089442,0.061525381,0.020219997,0.458430017,0.658575606,2135.305558,0.000939859,0.155848589,0.458669211,0.114298626,0.258311092,0.020249169,0.102751162
Tocomar,N5,Fall,Proximal,3.338641581,0.351922916,0.494186047,0.606093635,1.094363469,0.38136455,0.960624399,0.593230913,0.001707489,0.029286334,0.017374895,0.19968491,0.584462183,1118.519057,0.000881755,0.095011608,0.253583355,0.056363823,0.18580716,0.018465098,0.079748321
Tocomar,N5,Fall,Proximal,1.55653891,0.523886913,0.823255814,0.780378349,1.076536015,0.817994036,0.800283212,0.723800327,0.003397775,0.042310819,0.029644147,0.261086058,0.737491529,562.0911294,0.001782775,0.121423,0.425140123,0.087886007,0.281252975,0.029784421,0.12973141
Tocomar,N5,Fall,Proximal,2.205110939,0.607710056,0.643153527,0.705106796,0.931822858,0.57740385,1.025907899,0.779557603,0.007110479,0.021908491,0.028387683,0.118944037,0.666630804,268.5978479,0.001880789,0.078296373,0.333238094,0.061036533,0.246621489,0.029081765,0.118522493
Tocomar,N5,Fall,Proximal,3.032506453,0.364381102,0.519021739,0.635349537,1.11002346,0.419863754,0.931587667,0.603639878,0.003411385,0.035182067,0.024034971,0.188208379,0.605691586,559.8487336,0.001580643,0.107369492,0.26863828,0.064812507,0.211602623,0.025338728,0.100255713
Tocomar,N5,Fall,Proximal,1.912462261,0.393909441,0.931578947,0.561290201,1.057226014,0.665759304,0.769200526,0.627622053,0.002594639,0.064242689,0.02655337,0.272086853,0.535145209,736.0788946,0.001967582,0.160404227,0.478611956,0.10067323,0.288009797,0.026570045,0.124152093
Tocomar,N5,Fall,Proximal,1.679840936,0.643153357,0.985074627,0.604314071,0.859026868,0.757952445,0.921162588,0.801968427,0.000379644,0.039864377,0.01237668,0.40351142,0.590779901,5030.65272,0.000397473,0.116696183,0.498679472,0.093586654,0.229583168,0.01237703,0.075730806
Tocomar,N5,Fall,Proximal,2.103441376,0.630017672,0.693121693,0.685898884,0.909379564,0.605312589,1.020202803,0.793736525,0.001195006,0.0374765,0.018610466,0.299675559,0.661184175,1598.200843,0.000819254,0.111988308,0.354438292,0.088889211,0.221857937,0.018923901,0.09129986
Tocomar,N5,Fall,Proximal,2.303861109,0.621011126,0.660606061,0.657054135,0.892340245,0.552654646,1.060041281,0.788042592,0.011330393,0.052021485,0.042873354,0.169301437,0.605601369,168.5607315,0.004566859,0.139354767,0.348101968,0.109817492,0.286498408,0.043797852,0.156757413
Tocomar,N5,Fall,Proximal,2.095549553,0.73986301,1,0.477201791,0.711738266,0.607592191,1.103492957,0.860152899,0.008503773,0.065278878,0.036575382,0.157313526,0.446253421,224.5896342,0.004387886,0.162124427,0.518287691,0.139451796,0.331942573,0.036575382,0.155936105
Tocomar,N5,Fall,Proximal,2.158142086,0.611374798,0.701986755,0.660071601,0.906619336,0.589970212,1.017978777,0.781904596,0.000926877,0.06268066,0.019948936,0.442935788,0.635617503,2060.531459,0.000974472,0.157793475,0.359481584,0.123379443,0.228415169,0.02026196,0.095917495
Tocomar,N5,Fall,Proximal,2.050294757,0.652867225,0.697674419,0.699086474,0.902401789,0.621003171,1.025334392,0.808001996,0.00302709,0.092086847,0.03464605,0.409522837,0.655528906,630.9225115,0.002772135,0.203922464,0.363541638,0.164769758,0.273764405,0.035208842,0.138081127
Tocomar,N5,Fall,Proximal,1.743140398,0.427036692,0.847826087,0.676644968,1.111770286,0.730428568,0.764616597,0.653480445,0.001073322,0.030372041,0.016854766,0.266483816,0.655476483,1779.390735,0.000662931,0.097345524,0.431699213,0.063613396,0.236348873,0.016912213,0.089824029
Tocomar,N5,Fall,Proximal,1.759849044,0.63481008,0.9,0.631367284,0.882595523,0.723493614,0.936708705,0.796749697,0.003946103,0.080679867,0.034922277,0.309914109,0.592709766,483.9861334,0.003028923,0.186713957,0.466588082,0.148764289,0.310234117,0.034970747,0.147665875
Tocomar,N5,Fall,Proximal,2.182435571,0.390352934,0.709163347,0.646118666,1.123548762,0.583403039,0.817983194,0.62478231,0.004911347,0.064643198,0.034926594,0.255783621,0.60889573,388.8667087,0.003023301,0.16107021,0.369505487,0.100633818,0.276621139,0.035443506,0.139393325
Tocomar,N5,Fall,Proximal,2.406644713,0.524144138,0.609375,0.68187283,0.980587446,0.529051728,0.995351093,0.723977995,0.003697152,0.022445452,0.0224835,0.145288217,0.651554103,516.5758165,0.001235937,0.079570527,0.313733596,0.057607311,0.222565887,0.023176553,0.10012408
