Eruotive Center,Sample,Class,Class 2,Elongation 2D,Form Factor 2D,Aspect Ratio 2D,Compactness 2D,Rectangularity 2D,Roundness 2D,Curvature 2D,Circularity 2D,Elongation 3D,Form Factor 3D,Aspect Ratio 3D,Compactness 3D,Rectangularity 3D,Roundness 3D,Curvature 3D,Circularity 3D,Wilson-Huang Factor,DellinoLaVolpe Factor,Krumbein intercept sphericity,Corey Shape Factor,Aschenbrenner working sphericity
Tocomar,N4,Fall,Proximal,2.844482611,0.171769462,0.813186813,0.432321057,1.398484848,0.447617271,0.619468974,0.414450795,0.006653118,0.117855572,0.039131399,0.23262711,0.407843378,287.0623109,0.005523944,0.240380968,0.424331541,0.099626083,0.306696923,0.039340762,0.155426823
Tocomar,N4,Fall,Proximal,2.746575904,0.149905693,0.674863388,0.539501338,1.649265905,0.463573405,0.568656237,0.387176566,0.006634017,0.05704639,0.033707851,0.177978873,0.509944506,287.8888059,0.003398878,0.14818996,0.351545705,0.05737568,0.267074306,0.034361533,0.134454443
Tocomar,N4,Fall,Proximal,2.031490015,0.336586749,0.991304348,0.496567506,1.076419214,0.626751564,0.732825873,0.580160968,0.017158956,0.173571885,0.065725778,0.251761249,0.445981444,111.3039334,0.013447635,0.311161784,0.528372181,0.180523922,0.401806351,0.065726404,0.228852635
Tocomar,N4,Fall,Proximal,4.084746678,0.108106024,0.650909091,0.3761097,1.615638767,0.311705877,0.588914778,0.328794806,0.004416847,0.029190219,0.0195084,0.090197998,0.362642217,432.4032808,0.001657928,0.094803617,0.333506194,0.031170937,0.218849244,0.019959729,0.092699297
Tocomar,N4,Fall,Proximal,2.504883102,0.163572269,0.75,0.532293636,1.582298137,0.50830298,0.567274827,0.404440687,0.020111252,0.077941608,0.054282641,0.14956765,0.485227577,94.96471639,0.008766066,0.182465002,0.398748655,0.073796271,0.329036008,0.05484517,0.189073378
Tocomar,N4,Fall,Proximal,2.011074919,0.219117453,0.891156463,0.557978917,1.411870504,0.63311393,0.588298242,0.468099832,0.015800768,0.10651671,0.057357882,0.208905078,0.505868968,120.8712988,0.009191711,0.224704531,0.472696414,0.105184153,0.36426282,0.057453117,0.204321996
Tocomar,N4,Fall,Proximal,4.494190217,0.187786142,0.412429379,0.539509326,1.366,0.283307889,0.814146266,0.433342984,0.010653952,0.06191441,0.037601095,0.160477504,0.500084302,179.2629974,0.00492267,0.156504859,0.219491912,0.067820282,0.222072924,0.041348756,0.126477612
Tocomar,N4,Fall,Proximal,2.038533751,0.287667965,0.695364238,0.705455692,1.365234375,0.624585953,0.678655924,0.53634687,0.025207393,0.201960207,0.092200615,0.348492476,0.602879658,75.76584133,0.019224789,0.344226159,0.386760526,0.184624623,0.378785255,0.093726126,0.26224554
Tocomar,N4,Fall,Proximal,2.964779894,0.111208727,0.763888889,0.441547419,1.75,0.429454998,0.508874401,0.333479725,0.005003553,0.038687101,0.024630688,0.123460165,0.425050782,381.7006456,0.002173846,0.114387207,0.392805893,0.038145814,0.25506409,0.024854365,0.112671213
Tocomar,N4,Fall,Proximal,2.123266431,0.175201947,0.815286624,0.57767715,1.600877193,0.599660752,0.540526078,0.418571317,0.008100203,0.04251331,0.034271149,0.14651482,0.546262373,235.7791987,0.003191633,0.121810095,0.423196302,0.050986212,0.293799735,0.03444996,0.14246997
Tocomar,N4,Fall,Proximal,4.771665044,0.107722125,0.429292929,0.488175876,1.729681979,0.266833387,0.635378289,0.328210488,0.02686678,0.116131181,0.060858279,0.16400326,0.435861373,71.0862764,0.01387103,0.238030475,0.236392541,0.078124098,0.265290409,0.066379511,0.175692697
Tocomar,N4,Fall,Proximal,2.435475113,0.144152841,0.931034483,0.441012133,1.549107143,0.522788978,0.525107706,0.379674651,0.019309229,0.116080844,0.05642144,0.165073623,0.404317929,98.9091418,0.011126265,0.237961686,0.492755178,0.09034802,0.370160427,0.056457457,0.204173094
Tocomar,N4,Fall,Proximal,3.196694025,0.098751433,0.686440678,0.455717723,1.870603015,0.398298847,0.497928721,0.314247407,0.008702314,0.060304407,0.03462703,0.142716718,0.430679533,219.4656791,0.004226572,0.153779828,0.357819447,0.048324912,0.271635446,0.035241534,0.137463734
Tocomar,N4,Fall,Proximal,3.853961678,0.139417763,0.549180328,0.472473697,1.560846561,0.330371615,0.649617464,0.373386881,0.018263804,0.13070334,0.057058569,0.19475091,0.428133443,104.5707288,0.011603376,0.257547768,0.296688667,0.096164958,0.289536026,0.059639689,0.180249932
Tocomar,N4,Fall,Proximal,2.567846197,0.315645588,0.833333333,0.467317708,1.073863636,0.495839489,0.797864801,0.561823449,0.02404307,0.12732722,0.064038425,0.171986945,0.420000063,79.43491815,0.013696403,0.253093411,0.446017611,0.142193813,0.365726934,0.064304698,0.216189029
Tocomar,N4,Fall,Proximal,3.577971754,0.229000534,0.628272251,0.444851658,1.202572347,0.355855114,0.802198124,0.478540003,0.002440854,0.04619182,0.020218382,0.176683958,0.428527834,782.4552785,0.001516132,0.128738975,0.322366383,0.061606749,0.217869833,0.020766795,0.094058346
Tocomar,N13A,Flow,Flow,2.219832784,0.318330329,0.642553191,0.701084965,1.283678756,0.57357453,0.744979085,0.564207701,0.012961553,0.080529686,0.053721474,0.233726856,0.639735118,147.3480316,0.006684585,0.18648218,0.343336691,0.105214682,0.304917361,0.055040558,0.180579528
Tocomar,N13A,Flow,Flow,2.008468835,0.388516313,0.844155844,0.58981019,1.088028169,0.633935425,0.782856422,0.623310767,0.02592179,0.034060435,0.047339043,0.087073617,0.541384389,73.67775585,0.005978734,0.105075177,0.443903065,0.065494489,0.332764185,0.047508989,0.177811936
Tocomar,N13A,Flow,Flow,3.359380045,0.160775868,0.62745098,0.474417892,1.481927711,0.379010272,0.651305794,0.400968663,0.02040345,0.153204029,0.063743871,0.210159632,0.427469877,93.60472621,0.013888274,0.286316774,0.339660496,0.114804054,0.319275346,0.065482681,0.200802509
Tocomar,N13A,Flow,Flow,3.095046854,0.2500687,0.691176471,0.467459324,1.191304348,0.411379732,0.77966533,0.500068695,0.065826607,0.260109806,0.113308549,0.201768239,0.391623017,29.01348581,0.043155671,0.407478298,0.393494423,0.203767141,0.404579169,0.115246338,0.299060288
Tocomar,N13A,Flow,Flow,4.543389368,0.209902039,0.51,0.431568627,1.201986755,0.280240024,0.865452522,0.458150672,0.005883265,0.110048506,0.034791547,0.229960239,0.405567422,324.6257245,0.004861842,0.229644528,0.268133809,0.105211795,0.237500004,0.036782022,0.127481929
Tocomar,N13A,Flow,Flow,2.315662651,0.2798934,0.774193548,0.557795699,1.240909091,0.549838097,0.713475255,0.529049525,0.006857691,0.053366808,0.034186532,0.173230624,0.524940758,278.4989058,0.003323777,0.14174709,0.402260155,0.074991231,0.286346491,0.034466825,0.140461577
Tocomar,N13A,Flow,Flow,2.725845049,0.125258854,0.918518519,0.399402628,1.581081081,0.467099018,0.517844943,0.353919276,0.006898749,0.094174762,0.035460596,0.182602109,0.379126552,276.8413861,0.004873067,0.206993332,0.476267212,0.07325893,0.314960905,0.035492621,0.149870748
Tocomar,N13A,Flow,Flow,2.102669405,0.328453219,0.9375,0.507291667,1.100806452,0.605534823,0.736490585,0.573108383,0.026599345,0.191945133,0.079606673,0.238495482,0.446218628,71.80099007,0.01926184,0.332750004,0.507309482,0.190701817,0.4165919,0.079648124,0.256086994
Tocomar,N13A,Flow,Flow,2.876859504,0.165618931,0.779661017,0.445836404,1.442857143,0.442579675,0.611729263,0.406963059,0.046130115,0.263137887,0.100164355,0.220877065,0.387599846,41.40157246,0.034311868,0.410634646,0.434395158,0.167113131,0.411126468,0.100940995,0.284598038
Tocomar,N13A,Flow,Flow,3.105280528,0.216365774,0.592783505,0.543254146,1.357605178,0.410024,0.726423093,0.465151345,0.011791139,0.098915512,0.048535692,0.213758838,0.498279672,161.9741133,0.007198011,0.213883001,0.315718465,0.099487966,0.284028136,0.050204185,0.165382709
Tocomar,N13A,Flow,Flow,2.190420561,0.146709825,0.893333333,0.511044776,1.651408451,0.581276293,0.502386885,0.383027185,0.011120658,0.13498904,0.053126668,0.254609919,0.471903509,171.7397825,0.008516969,0.263147353,0.471813289,0.10079259,0.355501197,0.053211181,0.194402037
Tocomar,N13A,Flow,Flow,4.088645038,0.135461948,0.52173913,0.468777957,1.565079365,0.311408678,0.659543285,0.368051556,0.008605512,0.112843803,0.041805739,0.225352364,0.43758164,221.9344194,0.006370429,0.233516986,0.276773923,0.08594629,0.255074187,0.044037172,0.144830546
Tocomar,N13A,Flow,Flow,4.223070018,0.185023055,0.494845361,0.478522337,1.34137931,0.301496196,0.783379145,0.430143064,0.013051007,0.158914557,0.054021256,0.252434308,0.43657578,146.338082,0.010565034,0.293388073,0.267611036,0.126198844,0.271352286,0.057397926,0.169023944
Tocomar,N13A,Flow,Flow,3.694080997,0.199448448,0.675324675,0.400849151,1.23255814,0.344670175,0.760700108,0.446596516,0.03297148,0.209052989,0.077247456,0.188042182,0.356667803,57.92458497,0.023528575,0.35223912,0.37001598,0.157308764,0.352226422,0.078740264,0.232030969
Tocomar,N13A,Flow,Flow,2.325479163,0.171780421,0.843478261,0.509816226,1.521226415,0.547517073,0.560128923,0.414464017,0.010587664,0.160736601,0.055315699,0.291097735,0.470398417,180.3853415,0.009259958,0.295626381,0.447232452,0.122526497,0.350356442,0.055516168,0.196956661
Tocomar,N13A,Flow,Flow,2.574209246,0.266163948,0.760869565,0.510559006,1.216049383,0.49461385,0.733569858,0.515910794,0.029027096,0.166141032,0.077608079,0.211394876,0.448821447,65.79574233,0.018543259,0.302216335,0.414599209,0.15591667,0.373225619,0.078333769,0.239778869
Tocomar,N13A,Flow,Flow,2.766393443,0.414331935,0.733333333,0.492929293,0.955128205,0.460252517,0.94880315,0.643686209,0.035451801,0.185512465,0.084325282,0.205437657,0.427789543,53.87199652,0.022803772,0.325273536,0.403207622,0.209374089,0.377025253,0.085341286,0.250796056
Tocomar,N13A,Flow,Flow,3.304883806,0.224927066,0.521912351,0.579757307,1.35078534,0.385260003,0.764088911,0.474264763,0.00580632,0.085043772,0.036936718,0.260697783,0.541483182,328.9276484,0.004058461,0.193387475,0.275009787,0.091716865,0.244796484,0.038906232,0.133465372
Tocomar,N13A,Flow,Flow,2.346784922,0.313185912,0.849206349,0.501780151,1.118025751,0.542546329,0.759770968,0.559630157,0.008640367,0.116539377,0.045774154,0.244121462,0.464838738,221.039132,0.00652633,0.238587925,0.445764638,0.133520998,0.330011934,0.045927107,0.17416284
Tocomar,N13A,Flow,Flow,2.877146631,0.163616456,0.765151515,0.454245425,1.463519313,0.442535508,0.608050191,0.40449531,0.010523436,0.093095562,0.043017393,0.179014061,0.424597923,181.4862795,0.006408014,0.205408929,0.401558812,0.083086949,0.307407535,0.043403261,0.163018204
Tocomar,N13A,Flow,Flow,1.91862955,0.176121904,0.821428571,0.63451087,1.674019608,0.663619272,0.515165999,0.419668803,0.006612767,0.058681646,0.037339145,0.212882511,0.594952658,288.8139263,0.003456125,0.151008546,0.427716932,0.063373576,0.303416206,0.037519895,0.151051983
Tocomar,N13A,Flow,Flow,3.306355932,0.226312238,0.60130719,0.502983802,1.279591837,0.385088469,0.766608734,0.475722859,0.013814038,0.093575869,0.048368661,0.180551201,0.46070749,138.2549589,0.007708835,0.206114832,0.320016866,0.098053537,0.285562848,0.049941378,0.165630053
Tocomar,N13A,Flow,Flow,3.288590604,0.333349218,0.514285714,0.591269841,1.117924528,0.38716876,0.927896564,0.577364025,0.076520149,0.274542744,0.131435352,0.251651646,0.472971346,24.95890746,0.049460245,0.42241563,0.306900526,0.243887589,0.371277098,0.138767509,0.304338256
Tocomar,N13A,Flow,Flow,2.567409877,0.245130449,0.720720721,0.540427928,1.298429319,0.495923754,0.703058033,0.495106503,0.013709181,0.189380074,0.064933305,0.31587648,0.489076491,139.3124312,0.012271461,0.329778892,0.388293381,0.163275674,0.342745402,0.065805834,0.210566386
Tocomar,N13A,Flow,Flow,3.006275791,0.143576025,0.818181818,0.406556919,1.483823529,0.423527192,0.582237687,0.378914271,0.012549518,0.11060003,0.045987147,0.170220049,0.379829425,152.1858744,0.008083273,0.230411152,0.429994158,0.087306074,0.324611974,0.046218822,0.173152209
Tocomar,N13A,Flow,Flow,2.358884362,0.271719211,0.74742268,0.567188055,1.266961652,0.539763443,0.709509866,0.521266929,0.003776872,0.060901445,0.029454718,0.23461035,0.538335367,505.6722694,0.002438778,0.154793148,0.386578801,0.080688549,0.267935158,0.029767318,0.126171516
Tocomar,N13A,Flow,Flow,2.775125628,0.146839169,0.79787234,0.451631206,1.544378698,0.45880429,0.565727413,0.383195993,0.01129589,0.118907182,0.047756356,0.20448724,0.418330861,169.0755953,0.00790833,0.241808775,0.420401128,0.092660153,0.324761458,0.048061059,0.176440228
Tocomar,N13A,Flow,Flow,1.767916821,0.410849179,0.913043478,0.619507706,1.087121212,0.720191996,0.755295795,0.640975179,0.017261153,0.142038776,0.068594739,0.273155563,0.551241033,110.6449444,0.011811822,0.272231232,0.489327919,0.174493462,0.391284254,0.068665712,0.231010491
Tocomar,N13A,Flow,Flow,3.020789298,0.22527632,0.544891641,0.607532367,1.390781563,0.421492338,0.731076677,0.474632826,0.003594713,0.03957704,0.025048703,0.191131434,0.577898277,531.29669,0.001770398,0.116134755,0.282120203,0.055121367,0.219274336,0.026211881,0.104408385
Tocomar,N13A,Flow,Flow,1.945235756,0.223955555,0.943820225,0.544676297,1.38150289,0.654542536,0.584940892,0.473239427,0.004424441,0.044144812,0.027604124,0.172366324,0.51909766,431.6611265,0.002186878,0.124906906,0.485324476,0.059110872,0.293649849,0.02761566,0.127766951
Tocomar,N13A,Flow,Flow,1.316872428,0.589025898,0.95,0.799342105,1.032051282,0.966866279,0.780519914,0.767480226,0.008332798,0.144811879,0.06140345,0.452772813,0.7167906,229.1978503,0.007363129,0.275763083,0.504934182,0.211642713,0.384568462,0.061423646,0.216813623
Tocomar,N13A,Flow,Flow,2.237762238,0.318344494,0.825,0.541666667,1.150684932,0.568978922,0.747998251,0.564220253,0.019528797,0.145663337,0.067201502,0.233396458,0.483387517,97.79707876,0.013042162,0.276842972,0.443160685,0.156200412,0.369846858,0.067512607,0.22258511
Tocomar,N13A,Flow,Flow,3.159774436,0.361446214,0.487804878,0.648780488,1.114754098,0.40295267,0.947097785,0.60120397,0.069782773,0.304873774,0.13669362,0.303762453,0.509532304,27.36863589,0.049878258,0.45298106,0.294745798,0.272334012,0.367426201,0.145593222,0.307559914
Tocomar,N13A,Flow,Flow,2.9465355,0.301818032,0.578313253,0.58684739,1.190839695,0.432114103,0.8357442,0.549379679,0.018909129,0.099777873,0.058909219,0.197632458,0.525175289,101.0019726,0.009919039,0.215124313,0.312400927,0.118184926,0.29957337,0.061131478,0.186630191
Tocomar,N13A,Flow,Flow,1.851322204,0.185740595,0.824858757,0.654844826,1.656346749,0.687746056,0.519684018,0.430976327,0.002915489,0.031396999,0.023401409,0.189579598,0.628316867,655.0735085,0.001319468,0.09952345,0.423105445,0.042892251,0.260179825,0.023509937,0.110961206
Tocomar,N13A,Flow,Flow,1.803626943,0.342770864,0.915254237,0.605775267,1.17699115,0.70593287,0.696819423,0.585466365,0.012734191,0.10092529,0.054599862,0.234564805,0.550740664,149.9788483,0.007679153,0.216770412,0.483770273,0.126911785,0.363058473,0.05465339,0.199039345
Tocomar,N11F,Flow,Flow,2.038586674,0.22232863,0.870056497,0.563797784,1.407854985,0.624569738,0.59663294,0.471517369,0.005340079,0.073542134,0.035455585,0.236550373,0.531671313,357.6462601,0.003483815,0.175532479,0.451604236,0.082766613,0.306680113,0.035541493,0.147979137
Tocomar,N11F,Flow,Flow,2.013882682,0.163746611,0.973076923,0.510291882,1.564327485,0.63223124,0.508918436,0.404656163,0.002734398,0.034397629,0.020938694,0.160368235,0.492063154,698.4569776,0.001343567,0.105767525,0.496866875,0.042799481,0.271896488,0.020940644,0.107106259
Tocomar,N11F,Flow,Flow,1.661234568,0.445491159,0.948275862,0.634796238,1.057522124,0.766441759,0.76239487,0.667451241,0.037613865,0.160794245,0.0938291,0.234225055,0.540277144,50.77540698,0.021564765,0.295697056,0.519839174,0.197363367,0.442551924,0.093862184,0.285595262
Tocomar,N11F,Flow,Flow,1.887581699,0.303410981,1,0.529778393,1.171052632,0.6745348,0.670677083,0.550827542,0.117967974,0.260925479,0.149070371,0.188372953,0.42143242,16.18964239,0.063804722,0.408329722,0.574535186,0.224919257,0.530229367,0.149070371,0.387743888
Tocomar,N11F,Flow,Flow,4.105090312,0.359022317,0.38,0.641052632,1.057971014,0.310161153,1.075887895,0.59918471,0.046514321,0.187290273,0.095419309,0.245245153,0.525775131,41.05959752,0.027504285,0.327348345,0.222919662,0.196142123,0.292475608,0.106805486,0.227582826
Tocomar,N11F,Flow,Flow,1.918715847,0.401719945,0.79245283,0.657681941,1.126315789,0.663589425,0.778057994,0.633813809,0.035880318,0.162887522,0.093988902,0.24955078,0.560486845,53.22860622,0.021077955,0.298257846,0.438344084,0.189039942,0.40565414,0.094625374,0.274217389
Tocomar,N11F,Flow,Flow,2.578947368,0.238556002,0.74025974,0.523809524,1.298507463,0.49370513,0.695122512,0.488421951,0.004808714,0.078367113,0.033345996,0.236506158,0.493430976,397.1663347,0.003389281,0.183128483,0.384637544,0.089443971,0.277973865,0.033723738,0.136647051
Tocomar,N11F,Flow,Flow,3.107964895,0.269144712,0.489051095,0.657914806,1.301470588,0.40966986,0.810542737,0.518791588,0.000803776,0.046060843,0.01635508,0.377203099,0.636369602,2376.108605,0.000721623,0.128495501,0.250613935,0.066662385,0.181257301,0.017412261,0.076386629
Tocomar,N11F,Flow,Flow,2.39672323,0.258920807,0.8125,0.513521635,1.24137931,0.531241792,0.698131701,0.508842615,0.005584492,0.089916774,0.036558082,0.241911082,0.481478919,341.9933597,0.004104076,0.200706056,0.422815381,0.102127794,0.299698749,0.03675528,0.148565033
Tocomar,N11F,Flow,Flow,2.63973064,0.32446788,0.669642857,0.565714286,1.147058824,0.482336919,0.820182697,0.569620822,0.003534241,0.054882992,0.027491176,0.222553497,0.536861581,540.3874247,0.002176816,0.144419284,0.34629654,0.082264231,0.24862419,0.028045635,0.117241091
Tocomar,N11F,Flow,Flow,2.442665674,0.321533222,0.777777778,0.526357045,1.125,0.521250025,0.785398163,0.567038995,0.011416313,0.069975259,0.043085641,0.165188061,0.487005123,167.2921247,0.005593015,0.169809901,0.408038063,0.096288835,0.309988218,0.043426244,0.163844891
Tocomar,N11F,Flow,Flow,3.853639171,0.21817685,0.459330144,0.564942185,1.324590164,0.330399264,0.812614931,0.467094048,0.003907498,0.050267228,0.026145832,0.202781526,0.534608449,488.767885,0.002195103,0.136204031,0.239203922,0.063620092,0.206165974,0.028149038,0.102498299
Tocomar,N11F,Flow,Flow,2.266213055,0.246832675,0.726027397,0.607779788,1.373015873,0.561835765,0.662821571,0.496822579,0.00863005,0.030161057,0.031697852,0.119434204,0.57401865,221.3033832,0.002648331,0.096894184,0.376691539,0.048139218,0.27081134,0.032104878,0.131500709
Tocomar,N11F,Flow,Flow,2.481824021,0.374650814,0.669064748,0.602227895,1.101293103,0.513025716,0.854562385,0.61208726,0.004476647,0.081927281,0.035098909,0.286452518,0.563954127,426.6272129,0.003328537,0.188633589,0.349177962,0.115460217,0.269609372,0.035809869,0.137795373
Tocomar,N11F,Flow,Flow,2.394098479,0.421125429,0.686956522,0.608035223,1.046391753,0.531824215,0.889859988,0.648941777,0.005292115,0.060426739,0.033758132,0.223021155,0.57038865,360.8877089,0.003037885,0.153987725,0.357715386,0.099929068,0.269439036,0.03435482,0.135197757
Tocomar,N11F,Flow,Flow,1.696205723,0.345699496,0.922413793,0.639139542,1.204035874,0.750639812,0.678630815,0.587962156,0.005367877,0.099851578,0.04189507,0.327515032,0.594360074,355.7941595,0.004286512,0.215230239,0.481341811,0.126547235,0.333658245,0.041929231,0.167483559
Tocomar,N11F,Flow,Flow,4.950630828,0.270526962,0.421052632,0.479736842,1.077777778,0.257187334,1.025605849,0.520122064,0.011622219,0.129151228,0.046849382,0.226434506,0.436369261,164.3282809,0.008516428,0.255504779,0.227170175,0.132893673,0.241105327,0.05129982,0.147101933
Tocomar,N11F,Flow,Flow,2.175080559,0.641936408,0.744444444,0.617578773,0.859872611,0.58537581,1.047197551,0.801209341,0.003212292,0.071130818,0.030608144,0.298044425,0.58292845,594.5472636,0.002427994,0.171674268,0.385570774,0.137547027,0.270872851,0.030941973,0.12929437
Tocomar,N11F,Flow,Flow,4.192248062,0.277189872,0.403846154,0.590659341,1.171232877,0.303712835,0.955338117,0.526488245,0.004110057,0.112777814,0.034792595,0.359326182,0.549569093,464.6794845,0.003890871,0.233425939,0.21413394,0.122896013,0.214452328,0.038429822,0.119430942
Tocomar,N11F,Flow,Flow,3.958840037,0.272494831,0.586956522,0.430354267,1.075342466,0.321619346,0.920466637,0.522010375,0.011490876,0.076996502,0.039245356,0.143776375,0.399795849,166.2065857,0.005987082,0.180986978,0.309048429,0.09447708,0.263416563,0.040646236,0.143374532
Tocomar,N11F,Flow,Flow,3.174603175,0.301234283,0.6,0.525,1.1328125,0.401070457,0.866646249,0.548848142,0.004564179,0.112402157,0.036232589,0.306806677,0.490442692,418.4453249,0.004163168,0.232907298,0.314493036,0.127830738,0.259087744,0.037420857,0.136793824
Tocomar,N11F,Flow,Flow,2.39476301,0.631615829,0.623529412,0.669700333,0.887681159,0.531676638,1.089940308,0.794742618,0.004743332,0.099297578,0.039919324,0.355047332,0.620339442,402.6409019,0.003932607,0.214433403,0.327967255,0.170419364,0.272368427,0.041037876,0.147319786
Tocomar,N11F,Flow,Flow,1.731601732,0.374849123,0.8875,0.650704225,1.165562914,0.735295837,0.71399833,0.612249233,0.005304576,0.088303515,0.040297318,0.307218378,0.604441962,360.0399779,0.003918184,0.198298149,0.462765297,0.121407889,0.323172071,0.040369086,0.161789152
Tocomar,N11F,Flow,Flow,3.812705367,0.314495117,0.508474576,0.515819209,1.073033708,0.333946482,0.970439616,0.560798642,0.00339788,0.11109028,0.031677872,0.330408134,0.485342979,562.0738285,0.003393036,0.231091537,0.266183604,0.12959582,0.229885235,0.033506524,0.11971416
Tocomar,N11F,Flow,Flow,2.171536287,0.577082723,0.770833333,0.59740991,0.894117647,0.586331231,0.992081891,0.75965961,0.009702219,0.1430943,0.0551441,0.318758623,0.540283428,196.8476869,0.008084652,0.273578244,0.409829419,0.207826342,0.335121592,0.055611742,0.192332433
Tocomar,N11F,Flow,Flow,2.128218244,0.226901722,0.917721519,0.512003492,1.330033003,0.598265497,0.615845706,0.476342022,0.002138092,0.03286847,0.018994858,0.169061953,0.494424656,893.2540506,0.001106292,0.102609205,0.467967471,0.048877076,0.2556824,0.019012365,0.099067101
Tocomar,N11F,Flow,Flow,4.255404726,0.364117929,0.5,0.469990548,0.949275362,0.299205276,1.103154672,0.60342185,0.004814807,0.069196473,0.028878603,0.194861482,0.443244766,396.663732,0.003122058,0.168547625,0.260829476,0.10170532,0.221242802,0.030630384,0.112081254
Tocomar,N11F,Flow,Flow,2.992992473,0.341692099,0.543010753,0.615298627,1.135888502,0.425406865,0.896221217,0.584544351,0.002672873,0.046595728,0.024098482,0.238160931,0.586220963,714.5342345,0.001620126,0.129488361,0.280801431,0.07569169,0.216128658,0.025230417,0.101669482
Tocomar,N11F,Flow,Flow,4.242625124,0.282589259,0.3875,0.608266129,1.166666667,0.30010654,0.970376109,0.531591252,0.008497548,0.072419649,0.038415074,0.215696951,0.559210638,224.7541624,0.004700014,0.173741784,0.207075229,0.092359613,0.217767029,0.042812326,0.126015022
Tocomar,N11F,Flow,Flow,2.789084507,0.361966941,0.584269663,0.613656007,1.113475177,0.456508055,0.890451421,0.601636885,0.012591629,0.07295014,0.047393468,0.191575493,0.560233652,151.6769081,0.006138625,0.174589219,0.31090584,0.105039314,0.279926262,0.049114636,0.162185266
Tocomar,N11F,Flow,Flow,2.541871921,0.276976304,0.635658915,0.618902439,1.291469194,0.500906255,0.743606335,0.526285383,0.002362469,0.032403149,0.020965043,0.195761228,0.594056837,808.4165669,0.00117121,0.101638476,0.326402372,0.053490844,0.22171456,0.021505346,0.09664375
Tocomar,N11F,Flow,Flow,1.857946703,0.21370824,0.948571429,0.567409639,1.443548387,0.685293901,0.558434448,0.462285886,0.001171361,0.030557497,0.015989247,0.218407705,0.551900048,1630.462002,0.000705567,0.097741393,0.482074762,0.045184466,0.2453926,0.015994819,0.089026453
Tocomar,N11F,Flow,Flow,2.825049289,0.313019183,0.593939394,0.59598021,1.182509506,0.4506964,0.833380688,0.559481173,0.002801776,0.050245429,0.02502352,0.23900386,0.567931745,681.6603311,0.001758001,0.13616465,0.30694119,0.076181558,0.22795237,0.02587731,0.10676771
Tocomar,N13B,Flow,Flow,1.993863148,0.18282657,0.947368421,0.529402209,1.507507508,0.638579205,0.535072056,0.427582238,0.011471153,0.071071755,0.043973244,0.168689199,0.492771836,166.4923516,0.005669375,0.171579221,0.495092237,0.073364227,0.343591053,0.043989313,0.173974895
Tocomar,N13B,Flow,Flow,2.458918689,0.188235923,0.846491228,0.480433597,1.410926366,0.517804656,0.602931923,0.433861641,0.007073045,0.07868516,0.036727742,0.19204106,0.451992247,270.0194012,0.004395402,0.183623624,0.440199977,0.079667247,0.30618082,0.036855325,0.150488725
Tocomar,N13B,Flow,Flow,3.149489609,0.138680242,0.559405941,0.5675874,1.71984127,0.404268533,0.585696092,0.372397962,0.004614018,0.060767998,0.030572682,0.220150215,0.537620586,413.9254387,0.002782927,0.154566943,0.291621776,0.057560415,0.237135514,0.031871257,0.119995023
Tocomar,N13B,Flow,Flow,2.038972163,0.339470538,0.985507246,0.497655584,1.072992701,0.624451657,0.737312562,0.582641002,0.021705618,0.208495078,0.075962318,0.265856573,0.442725559,87.98916955,0.017773695,0.351612148,0.530459557,0.204863654,0.420435944,0.075964342,0.251189975
Tocomar,N13B,Flow,Flow,2.600523903,0.143693243,0.80861244,0.475552787,1.603174603,0.48960886,0.541743288,0.379068916,0.007761868,0.079488059,0.037792268,0.186093107,0.447694612,246.0566704,0.004708087,0.184870633,0.421394111,0.07007871,0.302333517,0.038005658,0.151685614
Tocomar,N13B,Flow,Flow,4.513609049,0.295245891,0.460176991,0.481449966,1.051515152,0.282089018,1.023054668,0.543365338,0.032773551,0.202803005,0.078835193,0.219655905,0.416363251,58.27440978,0.022964888,0.345183153,0.258866829,0.187560561,0.298085039,0.084846355,0.212216248
Tocomar,N13B,Flow,Flow,1.99315371,0.288635897,0.915789474,0.54785239,1.21978022,0.6388065,0.672187617,0.53724845,0.003028418,0.087272149,0.030636522,0.310529632,0.52019917,630.6459219,0.002675429,0.196751075,0.472568018,0.10570421,0.299537336,0.030666161,0.135956748
Tocomar,N13B,Flow,Flow,2.500315657,0.161169278,0.95505618,0.418770654,1.42816092,0.509231521,0.562578966,0.401458936,0.002363457,0.049905929,0.020468044,0.177351361,0.404827529,808.0787059,0.001562424,0.135550595,0.487532134,0.054417998,0.267348755,0.020473454,0.10505767
Tocomar,N13B,Flow,Flow,2.410445263,0.286375038,0.666666667,0.622291667,1.28,0.528217572,0.736310778,0.535140204,0.006154605,0.077630862,0.03900746,0.257527673,0.579948548,310.3138569,0.003970289,0.181979698,0.349586442,0.097384653,0.278799328,0.039811822,0.147620601
Tocomar,N13B,Flow,Flow,3.003400408,0.145366082,0.762773723,0.436506828,1.52173913,0.423932667,0.585575774,0.381269041,0.007736833,0.085888007,0.036920296,0.179433929,0.409984838,246.8528607,0.004946859,0.194665213,0.397657393,0.074219819,0.291704072,0.037259231,0.147253446
